"flight_name","capacity","fuel","airline","manufacture_year","range_km","status"
"FL25428","257","53.69","Johnson-Benjamin Airlines","1993","11199","Actif"
"FL40768","137","88.89","Murillo-Buchanan Airlines","1999","14347","Maintenance"
"FL47232","323","46.07","Lamb and Sons Airlines","1999","12586","Maintenance"
"FL28097","363","26.75","Bennett, Wall and Drake Airlines","2004","13474","Actif"
"FL28507","358","30.07","Diaz, Schmidt and Klein Airlines","2016","11546","Actif"
"FL37320","159","71.33","Campbell, Garcia and Williams Airlines","2024","6125","Maintenance"
"FL05968","322","70.0","David, Hunt and Moore Airlines","1992","7807","Retiré"
"FL07622","388","62.67","Mcintyre, Hammond and Castillo Airlines","1999","5069","Maintenance"
"FL28408","167","10.49","Mendez-Hall Airlines","2006","5507","Actif"
"FL13264","118","98.09","Martin Group Airlines","2009","9821","Actif"
"FL88711","301","87.38","Johnson, Young and Mcbride Airlines","2020","12961","Actif"
"FL21433","155","62.99","Craig Inc Airlines","2001","13165","Actif"
"FL15261","304","55.19","Hernandez, Krueger and Mckenzie Airlines","1995","12512","Maintenance"
"FL90431","270","67.17","Wilson PLC Airlines","1990","8379","Maintenance"
"FL85510","116","49.48","Harvey, Chandler and Koch Airlines","2006","8828","Retiré"
"FL46339","172","25.53","Thomas-Castro Airlines","1998","2782","Actif"
"FL61675","301","68.41","Davenport LLC Airlines","1996","4322","Retiré"
"FL45290","223","69.26","Ramirez PLC Airlines","2003","11157","Actif"
"FL01416","260","93.57","Wright LLC Airlines","2024","3790","Maintenance"
"FL34317","239","51.1","Herrera LLC Airlines","2005","12185","Retiré"
"FL85265","336","53.69","Clarke-Price Airlines","2006","4083","Retiré"
"FL19273","290","17.23","Herrera-Wilson Airlines","1990","9769","Actif"
"FL17558","103","48.09","Cook Inc Airlines","2024","9595","Actif"
"FL14276","190","62.96","Perkins LLC Airlines","2001","9746","Actif"
"FL64621","244","98.14","Schmidt-Arellano Airlines","1990","2080","Actif"
"FL08955","172","57.52","Butler-Carrillo Airlines","2001","13031","Maintenance"
"FL17276","384","75.86","Washington, Massey and Fernandez Airlines","2005","2496","Maintenance"
"FL19973","141","92.02","Hodge-Navarro Airlines","2001","13522","Retiré"
"FL48070","232","84.64","Salinas Inc Airlines","2005","13194","Actif"
"FL68862","331","21.52","Horton-Juarez Airlines","2010","5450","Maintenance"
"FL11398","363","34.79","Snyder, Powers and Bell Airlines","2017","10239","Actif"
"FL41399","251","62.4","Alexander, Barrera and King Airlines","2022","5312","Retiré"
"FL40758","192","28.73","Watson, Joyce and Levy Airlines","2012","10418","Actif"
"FL90307","125","72.16","White-Hutchinson Airlines","2001","5089","Maintenance"
"FL08257","388","34.64","Bush-Robinson Airlines","2025","2318","Actif"
"FL95869","365","90.92","Stone-Ruiz Airlines","2005","5555","Maintenance"
"FL75828","283","19.77","Conley-Marshall Airlines","2004","12977","Retiré"
"FL28512","263","46.28","James, Garrison and Garza Airlines","2004","6641","Actif"
"FL44507","182","17.16","Salazar Inc Airlines","1997","11658","Actif"
"FL50160","377","91.09","Frost LLC Airlines","2006","8391","Retiré"
"FL67632","358","84.53","Perez PLC Airlines","2007","3678","Maintenance"
"FL41310","386","24.95","Johnson, Jackson and Hoffman Airlines","1991","6971","Retiré"
"FL42568","135","79.74","Anderson, Mitchell and Padilla Airlines","2007","5076","Retiré"
"FL83219","363","32.96","Bartlett-Brennan Airlines","1993","7473","Maintenance"
"FL45581","228","26.05","Roberts-Jones Airlines","2008","4868","Actif"
"FL40147","156","59.59","Perez LLC Airlines","1999","13758","Actif"
"FL79845","260","42.86","Atkins-Cannon Airlines","2014","4159","Retiré"
"FL95191","359","26.63","Hubbard and Sons Airlines","2015","12716","Maintenance"
"FL62985","162","19.49","Hall, Graham and Norris Airlines","2000","14957","Actif"
"FL38736","207","34.55","Garcia LLC Airlines","2019","3724","Actif"
"FL77377","154","86.92","Perry-Hayes Airlines","2025","9360","Retiré"
"FL49851","171","56.18","Goodman, Bennett and Chandler Airlines","2001","9881","Retiré"
"FL72920","295","56.8","Larson, Mcbride and Davis Airlines","2015","3735","Maintenance"
"FL82695","334","39.86","Pacheco Ltd Airlines","1997","14586","Retiré"
"FL57412","174","50.18","Roberts-Johnson Airlines","1995","10355","Maintenance"
"FL37105","287","83.71","Booth-Reynolds Airlines","1999","5291","Retiré"
"FL36774","386","18.41","Wiley PLC Airlines","2008","8458","Retiré"
"FL24155","393","20.78","Montoya, Solis and Smith Airlines","2024","3297","Retiré"
"FL16362","289","78.04","Wade-Allen Airlines","1999","6983","Actif"
"FL74688","153","33.71","Pittman-Diaz Airlines","1993","3557","Retiré"
"FL97869","183","41.34","Singleton, Smith and Norris Airlines","2022","6162","Retiré"
"FL43687","267","12.16","Thompson, Sherman and Mullins Airlines","2010","3665","Retiré"
"FL39164","108","92.16","Lucas Group Airlines","2016","8611","Maintenance"
"FL45845","340","37.23","Morales-White Airlines","1993","3862","Actif"
"FL22421","292","35.34","Shaw-Hahn Airlines","2024","3437","Retiré"
"FL92114","325","48.41","Curry Group Airlines","2020","5545","Retiré"
"FL02107","255","28.54","Aguilar Ltd Airlines","2014","8436","Actif"
"FL07647","218","85.72","Holloway, Williams and Arnold Airlines","1994","13122","Retiré"
"FL05270","160","23.82","Taylor-Winters Airlines","1992","2059","Actif"
"FL64051","140","85.83","Dennis, Livingston and Harris Airlines","2020","14106","Actif"
"FL72030","235","93.72","Patterson-Jordan Airlines","1991","2059","Retiré"
"FL60982","187","35.78","Burton, Huff and Nelson Airlines","2021","7557","Actif"
"FL98377","242","96.52","Kelley-Choi Airlines","1993","12546","Maintenance"
"FL60179","141","69.11","Tran, Pham and King Airlines","2005","12791","Retiré"
"FL73006","355","12.94","Rasmussen PLC Airlines","1999","5914","Maintenance"
"FL43232","321","45.59","Walker, Kane and Anderson Airlines","1996","3249","Retiré"
"FL85518","136","97.19","Ross LLC Airlines","2002","3448","Maintenance"
"FL45620","204","49.82","Hill, Holt and Stewart Airlines","1994","8841","Actif"
"FL69453","174","37.93","Hughes-Carson Airlines","2013","2732","Retiré"
"FL80076","352","51.72","White-Underwood Airlines","1995","14111","Actif"
"FL88594","350","95.99","Smith and Sons Airlines","1995","12927","Maintenance"
"FL46028","165","86.92","Robinson-Williams Airlines","1993","7998","Actif"
"FL89497","329","57.62","Anderson, Russell and Waters Airlines","2016","4255","Retiré"
"FL02375","304","37.87","Wilson-Anderson Airlines","2002","7447","Actif"
"FL78858","199","90.23","Jackson Ltd Airlines","2025","14554","Actif"
"FL25752","394","80.13","Reid, Thompson and Mullins Airlines","2006","3800","Actif"
"FL98506","314","83.36","Nelson Ltd Airlines","2024","2555","Maintenance"
"FL82114","368","61.87","Duncan-Strickland Airlines","1997","11636","Retiré"
"FL34387","278","23.81","King LLC Airlines","2011","2974","Maintenance"
"FL65792","279","35.95","Davis LLC Airlines","1996","10685","Maintenance"
"FL19864","384","77.78","Martin, Carroll and Keller Airlines","2001","4116","Retiré"
"FL95618","290","50.63","Morrison LLC Airlines","2009","6925","Actif"
"FL48018","288","30.42","Macdonald and Sons Airlines","2004","3046","Maintenance"
"FL27355","250","27.67","Perez and Sons Airlines","2016","14253","Actif"
"FL97895","142","21.75","Riddle LLC Airlines","1992","12638","Maintenance"
"FL72000","142","87.54","Flores Group Airlines","2024","8286","Maintenance"
"FL23477","122","89.31","Johnston Group Airlines","2002","14860","Retiré"
"FL67865","237","29.0","Nelson-Mejia Airlines","2004","12895","Maintenance"
"FL40195","334","17.78","Yates, Anderson and Bates Airlines","2017","9229","Maintenance"
"FL42173","367","86.42","Benson Group Airlines","2002","5620","Retiré"
"FL49446","396","50.28","Smith-Clark Airlines","2004","8904","Retiré"
"FL17457","117","28.87","Hall, Clark and Wright Airlines","2019","7627","Maintenance"
"FL38823","213","21.08","Miller-Medina Airlines","1996","7786","Actif"
"FL07590","280","67.95","Larson Group Airlines","1997","6808","Maintenance"
"FL31648","273","55.73","Alvarado PLC Airlines","1991","10391","Actif"
"FL35537","314","66.01","Hart-Combs Airlines","2010","7960","Retiré"
"FL56077","140","30.55","Ross, Collins and Jimenez Airlines","2008","5902","Retiré"
"FL27048","128","16.74","Rocha-Bowen Airlines","2010","8224","Retiré"
"FL06541","134","27.16","Cooper-Fernandez Airlines","2015","8841","Actif"
"FL34382","141","23.8","Valencia, Mcclure and Anderson Airlines","2013","10920","Retiré"
"FL60144","253","78.4","Porter LLC Airlines","1991","13037","Retiré"
"FL50949","200","37.32","Montgomery, Hall and Garcia Airlines","2024","8344","Actif"
"FL44194","257","49.41","Smith-Jones Airlines","2017","7411","Maintenance"
"FL18265","216","62.68","Holt LLC Airlines","2004","11106","Actif"
"FL08948","121","28.38","Cox LLC Airlines","1995","12152","Actif"
"FL33657","259","70.56","Mitchell PLC Airlines","2008","5448","Actif"
"FL87016","210","84.71","Walker PLC Airlines","2010","3355","Maintenance"
"FL26676","390","88.5","Bowman-Curtis Airlines","1998","14683","Retiré"
"FL75377","301","94.83","Clark-Nash Airlines","1992","8557","Actif"
"FL61830","149","14.7","Gomez-Phillips Airlines","2003","3483","Actif"
"FL13985","366","64.64","Hernandez, Green and Stephenson Airlines","1995","12168","Actif"
"FL55840","221","70.71","Reynolds PLC Airlines","2005","4767","Actif"
"FL01216","145","96.51","Anderson-Rivers Airlines","1990","14547","Maintenance"
"FL59509","195","49.86","West LLC Airlines","2005","14349","Maintenance"
"FL63790","149","20.05","Haynes, Green and Fitzgerald Airlines","2018","5653","Maintenance"
"FL80915","114","82.65","Johnson and Sons Airlines","1996","11226","Retiré"
"FL68440","270","36.47","Garcia Ltd Airlines","1991","6609","Retiré"
"FL93711","397","40.01","Harvey, Tran and Maynard Airlines","1997","7270","Maintenance"
"FL81181","213","15.44","Gibson PLC Airlines","2004","5693","Actif"
"FL51197","106","63.44","Rivera-Smith Airlines","2025","2176","Maintenance"
"FL18851","356","32.8","Miles, Cortez and Vasquez Airlines","1998","3374","Maintenance"
"FL83196","376","43.65","Richards, Johnson and Baker Airlines","1996","11376","Maintenance"
"FL79143","305","16.08","Benson and Sons Airlines","2020","8206","Actif"
"FL57407","125","26.62","Perez LLC Airlines","2025","13742","Actif"
"FL76520","292","83.66","Frye, Perez and Herman Airlines","2005","9832","Actif"
"FL63266","179","81.79","Holmes Group Airlines","1997","5769","Actif"
"FL27501","144","57.77","Smith Inc Airlines","2019","4640","Actif"
"FL09359","101","87.31","Mcfarland, Miller and Stevens Airlines","2011","9919","Actif"
"FL48554","224","71.75","Washington Inc Airlines","2009","7866","Retiré"
"FL12201","312","18.71","Thornton LLC Airlines","2003","7044","Actif"
"FL73136","147","85.6","Barajas, Johns and Smith Airlines","1999","12100","Retiré"
"FL38531","122","61.52","Kim Group Airlines","1991","10132","Retiré"
"FL01586","384","71.56","Welch and Sons Airlines","2023","2438","Maintenance"
"FL20156","267","93.71","Brown-Morales Airlines","2019","5379","Maintenance"
"FL37257","113","19.21","Johnson Group Airlines","2007","10494","Maintenance"
"FL21868","257","28.93","Klein Ltd Airlines","2019","3923","Actif"
"FL74125","277","85.15","Lucero, Valdez and Wilcox Airlines","2018","12177","Retiré"
"FL29912","131","31.03","Peterson Inc Airlines","2020","13962","Retiré"
"FL86291","207","81.56","Hooper PLC Airlines","1995","10223","Actif"
"FL36856","238","64.95","Kennedy-Mercer Airlines","2024","11806","Maintenance"
"FL06330","357","50.39","Page, Bates and Adams Airlines","2000","5426","Retiré"
"FL60670","177","60.69","Ortega-Mercer Airlines","2010","3183","Actif"
"FL36346","307","82.78","Cunningham-Brown Airlines","1992","10246","Actif"
"FL75266","301","41.11","Harris Ltd Airlines","2001","3810","Actif"
"FL32416","204","74.7","Ray-Hayes Airlines","2023","2457","Retiré"
"FL86671","187","90.89","Rodriguez Group Airlines","1992","9574","Actif"
"FL89982","387","71.88","Day-Miranda Airlines","2001","10482","Retiré"
"FL80056","173","78.66","Alexander-Ward Airlines","2014","4770","Maintenance"
"FL28798","106","24.33","Dyer Group Airlines","2019","13543","Actif"
"FL40291","233","41.21","Vasquez-Rodriguez Airlines","2020","14298","Actif"
"FL35877","159","93.72","Watkins Group Airlines","1993","10679","Retiré"
"FL34238","383","37.31","Harding-Jones Airlines","2024","4958","Maintenance"
"FL42626","161","63.19","Burton Group Airlines","1995","5275","Maintenance"
"FL43945","172","28.51","Strickland-Wilson Airlines","2008","5780","Retiré"
"FL64948","379","86.44","Cochran-Turner Airlines","2015","3354","Actif"
"FL46492","263","45.36","Huff-Jacobs Airlines","2014","2096","Actif"
"FL23469","298","30.23","Johnson-Stevens Airlines","2011","12554","Retiré"
"FL03371","288","20.6","Anderson, Robinson and Warren Airlines","2008","14136","Actif"
"FL76279","176","51.22","Strong, Cole and Gomez Airlines","1993","2994","Actif"
"FL22924","344","81.49","Sherman-Ortiz Airlines","2021","7846","Retiré"
"FL37079","188","74.29","Frey-Long Airlines","2013","3188","Maintenance"
"FL49540","144","20.67","Santos LLC Airlines","1990","5746","Maintenance"
"FL88391","104","15.23","Martin-Fox Airlines","2014","6477","Maintenance"
"FL09880","129","70.87","Snyder Inc Airlines","2011","4394","Maintenance"
"FL67515","358","55.51","Zimmerman-Johnson Airlines","2025","2503","Retiré"
"FL63510","361","37.94","Chang-Glenn Airlines","1991","11436","Retiré"
"FL58095","376","78.07","Bailey-Murphy Airlines","2023","4235","Maintenance"
"FL79216","358","37.03","Martin-Morgan Airlines","2002","13489","Maintenance"
"FL49756","378","83.35","Hamilton Ltd Airlines","2004","2860","Maintenance"
"FL07517","281","39.43","Casey-Vazquez Airlines","2003","12979","Actif"
"FL53950","261","81.26","Johnston, Andrade and Randolph Airlines","2001","5589","Retiré"
"FL56570","322","54.39","Bruce and Sons Airlines","2008","6689","Maintenance"
"FL49377","173","63.01","Pierce-Martinez Airlines","2017","2545","Maintenance"
"FL58220","229","10.94","Byrd, Grant and Warner Airlines","2025","14336","Retiré"
"FL09140","160","90.02","James Inc Airlines","2025","4275","Maintenance"
"FL82082","130","81.42","Perry, Thompson and Alexander Airlines","1992","3316","Maintenance"
"FL08043","228","20.41","Garcia-Kim Airlines","2009","4607","Actif"
"FL84557","394","43.01","Chan PLC Airlines","2022","10844","Actif"
"FL15740","120","77.9","Wright, Chapman and Mathews Airlines","2016","13433","Retiré"
"FL15323","210","49.33","Roberts-Morgan Airlines","1993","5362","Actif"
"FL65539","128","18.67","James, Perez and Gross Airlines","2020","10597","Actif"
"FL82956","165","41.91","Davidson, Knox and Patel Airlines","2024","9729","Actif"
"FL13909","338","88.88","Martin Inc Airlines","2002","10300","Actif"
"FL06366","222","50.68","George Group Airlines","1998","7301","Maintenance"
"FL20062","182","67.04","Hoffman-Dorsey Airlines","2001","9297","Actif"
"FL25366","157","97.29","Schwartz, Hawkins and Moon Airlines","1997","10889","Actif"
"FL30976","105","97.87","Duncan Ltd Airlines","2017","3887","Retiré"
"FL99151","138","13.4","Cohen PLC Airlines","2014","3281","Actif"
"FL12830","259","74.72","Vargas, Stevens and Spencer Airlines","1992","8740","Retiré"
"FL77043","112","68.31","Rowland, Shelton and Long Airlines","1997","4587","Maintenance"
"FL38299","103","34.95","Osborn LLC Airlines","1996","7662","Actif"
"FL88564","120","35.54","Obrien, Smith and Williams Airlines","2010","11358","Actif"
"FL00739","392","29.35","Krause LLC Airlines","2017","8198","Maintenance"
"FL79922","100","34.52","Bell-Johnson Airlines","2008","7050","Retiré"
"FL69751","351","21.52","Wilson Ltd Airlines","1991","7355","Maintenance"
"FL07237","317","12.7","Clark LLC Airlines","2013","11575","Maintenance"
"FL49667","372","10.82","Marshall-Cooper Airlines","2018","8834","Maintenance"
"FL22020","263","14.8","Davis, Jackson and Wright Airlines","2023","4145","Maintenance"
"FL81719","205","75.3","Rivers-Taylor Airlines","2024","11060","Actif"
"FL98139","398","10.91","Jackson, Oneal and Espinoza Airlines","1992","8594","Retiré"
"FL46787","207","62.54","Klein and Sons Airlines","2005","9314","Retiré"
"FL35972","201","35.03","Matthews, Green and Herring Airlines","2019","5878","Retiré"
"FL24994","144","52.66","Garza, Smith and Olson Airlines","2017","3154","Actif"
"FL87105","246","78.03","Hawkins and Sons Airlines","2004","2542","Maintenance"
"FL53234","340","62.65","Carr-Holden Airlines","2002","4926","Retiré"
"FL79222","110","81.84","Davis, Pugh and Chavez Airlines","2015","2002","Retiré"
"FL45413","343","74.05","Davis-Ibarra Airlines","1993","12786","Maintenance"
"FL48763","377","13.1","Peck PLC Airlines","2023","13579","Maintenance"
"FL08696","145","62.56","Wells, Morris and Shepard Airlines","2025","3833","Maintenance"
"FL03449","252","59.45","Collins-Nelson Airlines","2011","13722","Actif"
"FL92745","285","47.18","Parker Inc Airlines","1997","12680","Actif"
"FL00514","165","15.74","Nelson, Murray and Wise Airlines","1993","14080","Maintenance"
"FL17869","100","31.92","Alvarez-Spencer Airlines","2004","4403","Retiré"
"FL64071","263","46.93","Gill Group Airlines","2015","8000","Actif"
"FL86721","238","33.93","Sanders Inc Airlines","1993","13598","Actif"
"FL23485","157","28.25","Carroll, Mcclain and Adkins Airlines","2023","6512","Maintenance"
"FL70686","276","87.45","Mccoy-Brown Airlines","2012","9726","Retiré"
"FL33987","240","29.2","Brown Group Airlines","2022","10029","Retiré"
"FL35798","273","83.16","Washington-Garrett Airlines","2017","3060","Maintenance"
"FL18317","248","65.9","Mathis LLC Airlines","1994","10248","Maintenance"
"FL25764","224","24.23","Nelson-Jones Airlines","2012","6523","Retiré"
"FL51251","305","12.31","Hernandez, Jones and Pierce Airlines","2015","11837","Maintenance"
"FL36993","110","49.82","Chang-Reeves Airlines","2010","5097","Retiré"
"FL95343","339","18.45","Shelton-Lucas Airlines","1997","4517","Maintenance"
"FL64969","177","82.71","Garcia, Odonnell and Morales Airlines","1994","6704","Actif"
"FL12827","292","55.1","Thomas Inc Airlines","2018","12517","Maintenance"
"FL53465","299","25.04","Williams-Morris Airlines","2000","3086","Retiré"
"FL58891","130","11.68","Richards-Anderson Airlines","1996","8924","Maintenance"
"FL52390","234","40.87","Mejia-Pope Airlines","2024","13252","Maintenance"
"FL74669","174","74.92","Williams Ltd Airlines","2022","12523","Actif"
"FL48742","280","43.53","Baker-Olson Airlines","2013","5283","Retiré"
"FL52454","170","54.3","Gilbert, Reed and Stephens Airlines","2000","5084","Maintenance"
"FL38824","120","16.26","Gaines-Pugh Airlines","2003","13969","Maintenance"
"FL21187","287","61.92","Robinson, Elliott and Mckenzie Airlines","1991","14161","Retiré"
"FL15246","340","57.24","Lopez-Jacobs Airlines","1996","14149","Actif"
"FL22202","120","29.44","Johnson-Pope Airlines","2009","10729","Actif"
"FL03549","341","18.47","Brock, Marshall and Medina Airlines","2005","8823","Maintenance"
"FL24047","222","28.86","Delgado, Huber and Grant Airlines","2001","8685","Retiré"
"FL81320","176","94.88","Griffin, Payne and Estrada Airlines","2009","14251","Retiré"
"FL53350","217","87.59","Silva-Jackson Airlines","1995","12146","Actif"
"FL58592","387","19.47","Mccoy-Simon Airlines","2019","2395","Actif"
"FL22468","196","79.09","Coleman, Chavez and Ferguson Airlines","2024","12385","Retiré"
"FL84952","285","99.53","Young, Anderson and Newman Airlines","2013","12212","Actif"
"FL55111","216","94.72","Sanchez, Hall and Jackson Airlines","2024","7476","Actif"
"FL14492","347","57.25","Martin, Wolf and Jackson Airlines","2024","14853","Retiré"
"FL44065","394","78.08","Peters, Lyons and Mason Airlines","2019","8115","Actif"
"FL73378","243","10.06","Mcdonald-Young Airlines","2010","5564","Actif"
"FL84129","333","74.93","Gould Inc Airlines","2012","6140","Maintenance"
"FL85326","116","29.29","Stevens Inc Airlines","1993","8708","Maintenance"
"FL35439","302","35.07","Williams and Sons Airlines","1999","4562","Retiré"
"FL28282","399","51.62","Ortiz PLC Airlines","2015","4448","Actif"
"FL12057","380","34.53","Morales LLC Airlines","2008","5461","Retiré"
"FL19758","273","52.04","Brown and Sons Airlines","2004","10063","Maintenance"
"FL41953","263","64.54","Cooper, Sanders and Alexander Airlines","2010","5978","Retiré"
"FL16833","153","16.27","Nichols, Rice and Watkins Airlines","2019","13932","Maintenance"
"FL02945","107","91.06","Dalton LLC Airlines","2019","2918","Actif"
"FL84518","377","53.04","Wagner LLC Airlines","2019","2215","Maintenance"
"FL99667","129","65.3","Vazquez-Martin Airlines","2008","3116","Actif"
"FL48773","145","88.61","Gomez, Hamilton and Martin Airlines","2018","6478","Retiré"
"FL06634","394","94.02","Jennings PLC Airlines","2007","12780","Maintenance"
"FL91926","122","40.04","Knight and Sons Airlines","2010","3608","Actif"
"FL26498","179","66.77","Estes Group Airlines","1998","2559","Actif"
"FL14876","396","41.72","Riggs-Cobb Airlines","2008","7808","Actif"
"FL90612","390","75.42","Lee, Perry and Martinez Airlines","1999","6497","Retiré"
"FL88306","383","97.32","Davis-Johnston Airlines","2006","3436","Retiré"
"FL60901","380","28.3","Miller, King and Daniels Airlines","2023","12547","Maintenance"
"FL60548","161","96.07","Lewis, Medina and Ross Airlines","2008","2823","Maintenance"
"FL47296","336","52.69","Wilson, Olson and Austin Airlines","1992","5986","Maintenance"
"FL45309","198","10.49","Boyd Ltd Airlines","1997","6233","Maintenance"
"FL30171","275","38.72","Wheeler-Webb Airlines","2007","3885","Actif"
"FL42053","113","56.66","Lin Group Airlines","2025","8819","Retiré"
"FL33291","227","59.97","Small Inc Airlines","2015","10151","Maintenance"
"FL11421","344","20.82","Gomez-Mitchell Airlines","2022","2501","Actif"
"FL65702","147","37.49","Conner LLC Airlines","2009","8355","Retiré"
"FL17671","205","13.19","Reyes, Webb and Ray Airlines","1994","3305","Actif"
"FL48879","291","99.07","Henry-Chapman Airlines","2006","11129","Retiré"
"FL54830","359","11.71","Foley, Jones and White Airlines","1998","9717","Maintenance"
"FL98269","246","20.94","Wilson Ltd Airlines","1997","9853","Retiré"
"FL58976","358","96.9","Watson, Marshall and Mercado Airlines","1995","7866","Actif"
"FL53214","314","77.83","Robinson-Stanley Airlines","2017","14289","Retiré"
"FL07136","344","45.74","Cook-Bullock Airlines","2025","5827","Maintenance"
"FL41260","144","91.77","Oconnor, Brooks and Bridges Airlines","2014","12650","Actif"
"FL38260","103","24.38","Keller-Nicholson Airlines","1992","12823","Retiré"
"FL98162","117","97.34","Higgins-Ryan Airlines","1994","5037","Actif"
"FL07144","305","76.41","Greene PLC Airlines","2014","12105","Retiré"
"FL06264","319","96.45","Johnson, Jenkins and Robinson Airlines","1996","8450","Maintenance"
"FL17922","324","81.26","Mcbride, Perez and Tanner Airlines","1991","10930","Retiré"
"FL43644","216","23.55","Lee, Pierce and Mccall Airlines","2007","9476","Retiré"
"FL85987","174","58.61","Jones Inc Airlines","1999","2814","Maintenance"
"FL18210","323","93.55","Preston Inc Airlines","2017","4957","Retiré"
"FL87216","338","98.88","Simon-Steele Airlines","2023","10976","Retiré"
"FL43882","295","78.1","Long-Dickson Airlines","2014","13949","Maintenance"
"FL04042","137","97.15","Sandoval Ltd Airlines","1990","4394","Maintenance"
"FL31749","106","36.15","Sharp, Whitaker and Velazquez Airlines","2002","10962","Retiré"
"FL52524","356","35.2","Rodgers, Harrington and Davis Airlines","1993","2947","Actif"
"FL88146","222","78.96","Payne LLC Airlines","2002","9008","Actif"
"FL13804","235","63.34","White, Porter and Long Airlines","1997","3387","Retiré"
"FL86635","287","28.55","King Group Airlines","2013","14058","Maintenance"
"FL58649","221","96.7","Delgado, May and Crawford Airlines","1994","14981","Actif"
"FL62433","290","96.77","Johnson-Roberts Airlines","2003","5966","Actif"
"FL12977","205","16.41","Ramirez, Mitchell and Parker Airlines","2006","14277","Maintenance"
"FL33965","147","86.54","Fernandez, Smith and Ramirez Airlines","2022","13602","Maintenance"
"FL79131","393","82.17","Evans, Patterson and Vaughn Airlines","1995","8087","Maintenance"
"FL81556","354","65.43","Bell-Harris Airlines","2011","4600","Retiré"
"FL14882","395","89.38","Bell PLC Airlines","2001","6857","Actif"
"FL29852","171","77.99","Allen-Combs Airlines","1996","9617","Retiré"
"FL25107","118","70.06","Williams-Perez Airlines","2006","10365","Retiré"
"FL15416","211","71.46","Shaffer, Anderson and Gonzalez Airlines","2023","14317","Maintenance"
"FL56375","223","42.04","West Inc Airlines","1992","7469","Actif"
"FL31475","300","91.5","Williams, Hopkins and Morgan Airlines","1993","6775","Maintenance"
"FL24948","334","68.91","Johnson PLC Airlines","1990","7927","Maintenance"
"FL98876","278","93.09","Gutierrez LLC Airlines","2020","14172","Maintenance"
"FL84806","380","91.32","Ramirez-Allen Airlines","1992","13929","Maintenance"
"FL70962","319","24.35","Dunn PLC Airlines","2009","14407","Retiré"
"FL52426","233","72.06","Ross-Bailey Airlines","2020","5593","Retiré"
"FL91963","199","80.16","Conway Ltd Airlines","2013","12669","Maintenance"
"FL80519","367","31.96","Salas, Palmer and Sawyer Airlines","2009","10989","Maintenance"
"FL22258","339","98.64","Mcfarland LLC Airlines","2009","8070","Maintenance"
"FL17170","127","26.92","Keller-Williams Airlines","2000","2097","Retiré"
"FL39626","255","93.38","Hobbs and Sons Airlines","2014","4027","Maintenance"
"FL51335","291","81.69","Robinson-Malone Airlines","2017","14695","Retiré"
"FL64385","348","56.28","May Ltd Airlines","2018","9522","Maintenance"
"FL60708","208","64.94","Williams and Sons Airlines","2012","14642","Actif"
"FL26623","267","26.59","Butler Ltd Airlines","1998","6920","Maintenance"
"FL46650","243","15.54","Alvarez-Curtis Airlines","2024","5115","Maintenance"
"FL47481","273","38.75","Duarte, Pierce and Acosta Airlines","2019","10112","Maintenance"
"FL28506","363","49.98","Lewis Group Airlines","1992","13200","Retiré"
"FL23107","353","72.91","Watson and Sons Airlines","2021","13232","Retiré"
"FL15181","118","12.63","Moore-Jones Airlines","2014","7823","Retiré"
"FL60605","220","54.24","Phillips PLC Airlines","2008","10370","Retiré"
"FL52930","140","72.03","Wright-Baker Airlines","2008","5623","Actif"
"FL36753","154","60.3","Singleton-Sandoval Airlines","1994","12341","Retiré"
"FL52585","335","80.72","Boyd, Nash and Hunt Airlines","2000","6035","Maintenance"
"FL27544","246","41.62","Williams-Chan Airlines","1992","11268","Maintenance"
"FL92637","288","15.82","Marquez, Cochran and Schmidt Airlines","2001","14961","Actif"
"FL89381","249","73.43","Wilson-Edwards Airlines","1996","8954","Maintenance"
"FL15217","269","39.07","Thornton-Ramos Airlines","2013","14030","Maintenance"
"FL83129","305","32.78","Watkins-Moreno Airlines","2011","8141","Maintenance"
"FL19147","274","52.54","Jacobs-Zamora Airlines","2001","2433","Retiré"
"FL47243","265","83.96","Lewis PLC Airlines","2020","13127","Retiré"
"FL60132","167","38.5","Becker, Singh and David Airlines","2023","14718","Actif"
"FL61012","258","41.53","Sutton-Cunningham Airlines","2013","11222","Retiré"
"FL55408","313","17.29","Vasquez Inc Airlines","2012","7358","Actif"
"FL66232","269","78.36","Beck, Arnold and Nelson Airlines","2002","10495","Retiré"
"FL01632","385","87.08","Jackson-Sullivan Airlines","2013","9608","Retiré"
"FL21752","334","55.55","Martinez Group Airlines","2020","11799","Maintenance"
"FL15773","393","52.23","Carney, Collins and Robinson Airlines","2020","7343","Actif"
"FL15663","363","35.88","Smith, Morgan and Brown Airlines","2025","14551","Retiré"
"FL77821","109","91.41","Webster LLC Airlines","2005","5694","Actif"
"FL70393","342","68.19","Johnson and Sons Airlines","1996","6749","Actif"
"FL59806","208","33.4","Durham-Baker Airlines","2015","13203","Maintenance"
"FL08546","287","80.63","Collins Inc Airlines","2012","12030","Maintenance"
"FL51641","196","86.27","Kaufman-Navarro Airlines","1991","2492","Maintenance"
"FL42790","219","87.5","Wood PLC Airlines","1990","14432","Retiré"
"FL03374","300","82.17","Torres-Guzman Airlines","1998","8052","Maintenance"
"FL46130","185","31.41","Mason PLC Airlines","2022","11031","Maintenance"
