flight_id,origin,destination,date,airline,delay_min
4303,GPQ,USN,2024-02-10,Spirit,0
4304,QPE,ZNZ,2024-01-26,Southwest,24
4305,LLM,VAU,2024-01-11,Southwest,0
4306,BLZ,IPF,2024-03-10,JetBlue,0
4307,ZVZ,KBJ,2024-03-03,American,0
4308,FDY,VHR,2024-03-15,Southwest,24
4309,LLM,FXW,2024-02-26,Spirit,6
4310,WOB,VHB,2024-03-16,Spirit,0
4311,QPE,KXL,2024-02-28,Delta,10
4312,ZBF,QAH,2024-02-22,JetBlue,0
4313,FGY,GDX,2024-03-21,United,19
4314,OFP,QCL,2024-03-02,JetBlue,17
4315,VQW,WOB,2024-02-08,American,1
4316,GPQ,BJZ,2024-02-13,American,30
4317,GKR,COH,2024-03-05,American,0
4318,WYC,VAU,2024-01-15,Spirit,32
4319,GFY,SIE,2024-01-01,American,13
4320,UQG,HZP,2024-03-04,United,3
4321,NDF,KYZ,2024-02-25,Alaska,9
4322,UEC,IPF,2024-02-26,American,7
4323,QPE,YIC,2024-03-09,Spirit,34
4324,GFY,VHB,2024-01-14,Spirit,0
4325,TDM,ZVZ,2024-02-09,JetBlue,0
4326,CQU,ZRA,2024-03-08,Southwest,30
4327,GYW,YIC,2024-02-08,JetBlue,0
4328,FBQ,WIR,2024-03-27,United,28
4329,MFK,PNW,2024-01-25,Spirit,43
4330,SEJ,CWP,2024-01-21,JetBlue,1
4331,GPX,PNW,2024-02-11,JetBlue,23
4332,HZP,WAS,2024-03-17,Spirit,0
4333,EPR,ZQO,2024-02-04,United,25
4334,RVU,HZP,2024-02-08,American,13
4335,GUL,CQU,2024-02-12,Alaska,19
4336,SRZ,LHA,2024-02-10,Southwest,0
4337,CQU,WGE,2024-03-13,Southwest,0
4338,PSF,EPR,2024-01-01,Spirit,20
4339,RNG,GYL,2024-02-22,American,0
4340,WOB,ZQL,2024-02-28,Spirit,3
4341,MBT,SFI,2024-03-31,United,28
4342,FBQ,GPX,2024-02-02,American,13
4343,FTR,CKI,2024-02-11,Southwest,48
4344,XWH,MFK,2024-03-12,JetBlue,30
4345,TOU,BLZ,2024-01-28,JetBlue,0
4346,QCL,VAU,2024-02-05,Delta,10
4347,ZNZ,BJZ,2024-01-21,American,9
4348,FXW,KFZ,2024-03-16,Southwest,0
4349,AFN,ZQO,2024-03-25,Southwest,0
4350,GGO,QGM,2024-03-03,United,0
4351,MBT,FHC,2024-03-16,Southwest,0
4352,GYL,IPF,2024-01-08,Alaska,10
4353,NCB,MBT,2024-03-09,American,5
4354,VAU,VQW,2024-01-15,Southwest,0
4355,ZQL,LHA,2024-01-10,American,18
4356,ZQO,YFS,2024-02-22,Spirit,24
4357,WJE,LKH,2024-02-08,JetBlue,14
4358,BLZ,COH,2024-01-12,Southwest,3
4359,BJZ,MFK,2024-03-14,JetBlue,21
4360,PSF,GPX,2024-02-03,JetBlue,23
4361,AYW,OMU,2024-03-29,Delta,16
4362,ZQL,TOL,2024-01-09,Spirit,0
4363,YDD,GNE,2024-02-10,Spirit,15
4364,ABW,TOL,2024-02-27,Alaska,33
4365,ZVZ,GFY,2024-02-11,Southwest,0
4366,TDM,AFQ,2024-02-16,American,51
4367,BLZ,GKR,2024-03-31,American,0
4368,ZBF,FHC,2024-01-03,United,10
4369,FAI,WOB,2024-02-22,Southwest,0
4370,SEJ,SIE,2024-01-07,Spirit,14
4371,AYW,GYL,2024-03-06,American,0
4372,SFI,FDY,2024-02-25,Delta,0
4373,QCL,MFK,2024-03-09,Southwest,0
4374,VQW,WIR,2024-02-12,Alaska,12
4375,KYZ,TOU,2024-01-10,JetBlue,29
4376,NAI,COH,2024-01-15,JetBlue,22
4377,PNW,UQG,2024-01-12,JetBlue,0
4378,YWE,KXL,2024-03-24,United,50
4379,QAH,ZNZ,2024-03-28,Southwest,15
4380,MBT,YWE,2024-02-27,Alaska,0
4381,WJE,WAS,2024-02-12,Delta,13
4382,GFY,WOB,2024-03-14,American,13
4383,AFQ,AYW,2024-03-29,Alaska,0
4384,XCK,SFI,2024-02-21,JetBlue,13
4385,OMU,XVC,2024-03-20,Spirit,0
4386,QJJ,SFI,2024-01-02,United,1
4387,MFK,WGE,2024-01-20,American,0
4388,OTB,EYC,2024-03-27,Spirit,0
4389,MFK,GPQ,2024-02-28,Alaska,12
4390,HIT,BLZ,2024-03-14,American,21
4391,GNE,WIR,2024-01-20,United,20
4392,TOL,GUL,2024-01-27,American,26
4393,GFY,IPF,2024-01-04,JetBlue,16
4394,FHC,AFN,2024-01-17,JetBlue,0
4395,BGR,KYZ,2024-02-11,Spirit,26
4396,ZRA,TDM,2024-03-25,United,0
4397,BLZ,UEC,2024-01-21,Southwest,0
4398,FGY,TDM,2024-01-28,Spirit,0
4399,SRZ,CKI,2024-01-18,Southwest,31
4400,FAI,XWH,2024-01-04,Southwest,28
4401,LHA,TOU,2024-01-27,Southwest,19
4402,USN,OSE,2024-02-26,Southwest,31
4403,BLZ,FBQ,2024-02-18,JetBlue,0
4404,FAI,NAI,2024-01-23,JetBlue,16
4405,EYC,FXW,2024-03-07,Delta,7
4406,PNW,QAH,2024-01-27,Delta,26
4407,SIE,TOU,2024-03-18,American,7
4408,LHA,ZRA,2024-02-23,United,2
4409,FBQ,NAI,2024-03-05,American,20
4410,KFZ,ZBF,2024-03-06,Delta,27
4411,AFQ,SFI,2024-01-01,Southwest,0
4412,EPR,RNG,2024-01-13,American,8
4413,ABW,CQU,2024-01-09,Southwest,0
4414,WAS,UEC,2024-01-30,Alaska,0
4415,LYW,WAS,2024-03-23,Spirit,14
4416,QJJ,HZP,2024-01-03,American,22
4417,YFS,WOB,2024-02-11,Delta,15
4418,GUL,BJZ,2024-01-23,JetBlue,0
4419,VHR,KPN,2024-03-07,United,2
4420,ZQL,GGO,2024-03-01,Spirit,0
4421,LFO,GYL,2024-03-17,Spirit,37
4422,FBQ,TOU,2024-03-25,American,0
4423,FTR,ZJO,2024-02-23,Spirit,35
4424,PNW,EPR,2024-01-23,United,28
4425,OGW,WJE,2024-03-26,United,0
4426,ABW,LLM,2024-01-21,Delta,0
4427,GDX,FBQ,2024-02-09,Southwest,17
4428,WYC,FTR,2024-02-03,JetBlue,0
4429,MFK,CKI,2024-01-04,American,12
4430,CKI,HZP,2024-01-05,Alaska,0
4431,GUL,QPD,2024-01-06,JetBlue,0
4432,XWH,PSF,2024-03-17,Alaska,0
4433,AYW,CWP,2024-01-21,Delta,14
4434,VHR,BGR,2024-01-29,Delta,0
4435,EPR,KYZ,2024-01-15,Southwest,0
4436,YWE,EPR,2024-03-09,Southwest,23
4437,ZQL,FHC,2024-03-22,Delta,33
4438,CQU,HZP,2024-03-01,American,4
4439,KPN,MFK,2024-03-25,JetBlue,3
4440,ABW,KXL,2024-03-26,Alaska,20
4441,IPF,KFZ,2024-03-04,Alaska,0
4442,WIR,BLZ,2024-01-17,United,14
4443,UQG,KPN,2024-01-19,United,21
4444,GPX,LYW,2024-01-13,Alaska,23
4445,RNG,VQW,2024-03-19,Delta,0
4446,BJZ,OTB,2024-02-02,United,0
4447,YFS,GPX,2024-02-08,American,0
4448,QGM,YWE,2024-03-26,JetBlue,11
4449,OGW,WIR,2024-02-04,Spirit,19
4450,KPN,MFK,2024-02-24,American,39
4451,GPX,GUL,2024-03-15,Alaska,0
4452,LFO,LHA,2024-02-19,Alaska,0
4453,USN,BLZ,2024-01-24,Delta,32
4454,GUL,QPE,2024-01-05,Spirit,15
4455,VSP,PNW,2024-02-20,American,35
4456,VHR,WIR,2024-03-02,Southwest,15
4457,BGR,VHB,2024-03-21,Spirit,0
4458,WIR,RNG,2024-02-27,United,0
4459,AFQ,ZJO,2024-02-03,JetBlue,0
4460,VAU,FAI,2024-02-05,Alaska,23
4461,TOL,UQG,2024-02-13,American,33
4462,GFY,ZBF,2024-02-13,Spirit,46
4463,SIE,TOL,2024-03-11,Southwest,26
4464,GPX,IPF,2024-03-26,Spirit,33
4465,NCB,PSF,2024-03-07,American,0
4466,KYZ,ABW,2024-02-24,Alaska,0
4467,CKI,GCH,2024-01-17,Delta,27
4468,TDM,AFQ,2024-01-15,Delta,18
4469,PSB,GNE,2024-02-07,United,12
4470,BGR,CQU,2024-02-27,Southwest,17
4471,PSB,LYW,2024-03-05,United,16
4472,SEJ,UQG,2024-01-25,United,35
4473,YIC,OTB,2024-01-03,United,35
4474,YFS,LHA,2024-02-15,JetBlue,20
4475,KBJ,ZQO,2024-01-20,JetBlue,26
4476,AYW,USN,2024-03-09,American,20
4477,GCH,TDM,2024-03-29,JetBlue,0
4478,CWP,FTR,2024-01-21,Delta,25
4479,YIC,CWP,2024-03-22,Alaska,0
4480,ZJO,OTB,2024-01-20,JetBlue,31
4481,KXL,WGE,2024-01-26,American,0
4482,USN,RNG,2024-02-07,Southwest,15
4483,OGW,EPR,2024-03-01,Southwest,0
4484,MFK,ZQL,2024-02-08,Delta,21
4485,ZNZ,ZBF,2024-03-31,JetBlue,9
4486,HIT,CQU,2024-01-27,Alaska,0
4487,KXL,KBJ,2024-01-09,Delta,18
4488,QAH,QPD,2024-01-18,United,0
4489,KFZ,PNW,2024-02-01,Southwest,27
4490,PNW,WOB,2024-02-23,Southwest,10
4491,LKH,VHB,2024-02-01,Spirit,17
4492,BGR,ZNZ,2024-01-29,American,0
4493,ZQL,RNG,2024-01-16,Alaska,0
4494,TOU,EYC,2024-03-27,United,0
4495,FBQ,VAU,2024-01-19,Alaska,27
4496,MBT,PSF,2024-02-11,Delta,43
4497,QPE,FAI,2024-03-07,American,0
4498,AYW,GYW,2024-03-21,JetBlue,31
4499,HZP,TDM,2024-03-25,Southwest,0
4500,UEC,FAI,2024-03-10,Alaska,0
4501,KXL,AFQ,2024-01-20,Delta,0
4502,QAH,FXW,2024-02-13,American,0
4503,AFN,XWH,2024-02-02,Delta,0
4504,WYC,YWE,2024-02-24,JetBlue,18
4505,CWP,QGM,2024-03-29,Spirit,5
4506,SIE,PSF,2024-02-07,United,17
4507,OGW,GYW,2024-01-12,Alaska,23
4508,FHC,KBJ,2024-02-16,United,15
4509,HIT,GDX,2024-03-30,Southwest,23
4510,EPR,GYL,2024-03-22,Delta,8
4511,TOL,MBT,2024-02-05,American,0
4512,QPE,UQG,2024-02-12,Southwest,31
4513,HIT,ZBF,2024-02-15,Delta,0
4514,VHR,IPF,2024-03-03,United,0
4515,EYC,GDX,2024-01-29,JetBlue,6
4516,XCK,HIT,2024-02-04,Delta,0
4517,ZQO,QGM,2024-03-03,JetBlue,1
4518,FHC,FDY,2024-02-18,JetBlue,16
4519,OGW,HIT,2024-02-18,Delta,16
4520,FHC,GYW,2024-03-16,Spirit,0
4521,WOB,IPF,2024-03-14,Delta,0
4522,FAI,PSF,2024-01-31,American,31
4523,EYC,GKR,2024-03-31,JetBlue,19
4524,EPR,SEJ,2024-01-06,American,51
4525,WOB,VAU,2024-02-28,JetBlue,33
4526,OGW,LFO,2024-02-21,Spirit,32
4527,WYC,LHA,2024-02-25,Alaska,0
4528,CKI,ZVZ,2024-03-13,United,25
4529,CKI,WYC,2024-02-12,Delta,8
4530,OMU,QPD,2024-01-04,Alaska,0
4531,AFQ,ZBF,2024-02-15,Spirit,13
4532,YIC,BGR,2024-02-15,United,28
4533,MBT,OSE,2024-01-07,American,20
4534,AFQ,YDD,2024-03-22,American,0
4535,TOL,PNW,2024-01-27,JetBlue,24
4536,TOL,PSB,2024-03-23,American,0
4537,TOU,RNG,2024-02-14,Spirit,14
4538,NDF,GDX,2024-01-12,American,3
4539,SRZ,KXL,2024-03-09,Alaska,5
4540,TDM,ZRA,2024-02-09,Delta,25
4541,FXW,NAI,2024-03-22,Southwest,0
4542,ZRA,ZJO,2024-03-04,Alaska,48
4543,GFY,QAH,2024-02-18,United,0
4544,RVU,QGM,2024-03-03,American,0
4545,NCB,VAU,2024-02-16,Spirit,17
4546,PNW,CWP,2024-02-11,Delta,21
4547,LLM,VHB,2024-03-15,American,7
4548,QCL,YDD,2024-03-23,JetBlue,8
4549,OMU,QAH,2024-03-12,JetBlue,18
4550,NDF,SEJ,2024-03-20,Alaska,5
4551,ZNZ,BLZ,2024-01-12,Delta,37
4552,GNE,KBJ,2024-03-25,Southwest,26
4553,RVU,GUL,2024-02-13,JetBlue,27
4554,SRZ,SEJ,2024-01-18,Southwest,0
4555,GYW,TOU,2024-02-07,JetBlue,8
4556,FDY,LYW,2024-02-11,United,3
4557,VAU,AFN,2024-02-01,JetBlue,0
4558,WJE,HIT,2024-02-05,Delta,17
4559,GDX,OTB,2024-03-29,United,0
4560,BJZ,OTB,2024-02-26,Alaska,23
4561,ZVZ,GUL,2024-01-02,American,0
4562,BJZ,SFI,2024-03-19,Southwest,44
4563,VAU,EPR,2024-03-12,JetBlue,0
4564,FDY,VHB,2024-02-22,United,14
4565,OGW,EYC,2024-02-21,Alaska,25
4566,WIR,QJJ,2024-02-03,Alaska,0
4567,ABW,RVU,2024-02-25,American,27
4568,ABW,VSP,2024-02-10,JetBlue,0
4569,SRZ,ZNZ,2024-03-29,United,39
4570,MFK,YDD,2024-02-01,Spirit,10
4571,GPQ,EYC,2024-01-17,Delta,0
4572,QCL,QGM,2024-03-01,JetBlue,4
4573,ZRA,GYW,2024-03-18,United,26
4574,FXW,BGR,2024-03-30,Alaska,0
4575,PSB,OTB,2024-02-29,American,0
4576,WIR,USN,2024-02-28,JetBlue,5
4577,VAU,GDX,2024-03-16,Southwest,0
4578,KYZ,CWP,2024-01-03,JetBlue,46
4579,OSE,COH,2024-03-24,Delta,0
4580,BGR,KFZ,2024-03-31,United,26
4581,KYZ,YIC,2024-02-15,Delta,14
4582,FXW,MBT,2024-03-13,American,0
4583,YFS,CKI,2024-03-17,Southwest,9
4584,XCK,QGM,2024-01-18,Southwest,25
4585,ZVZ,GPX,2024-02-27,American,6
4586,GPQ,YDD,2024-03-27,American,33
4587,OFP,TDM,2024-03-13,Spirit,30
4588,UQG,QPD,2024-01-19,Spirit,28
4589,GCH,YIC,2024-03-16,American,0
4590,XVC,KXL,2024-01-07,Alaska,0
4591,QAH,SRZ,2024-03-16,Delta,0
4592,ZQO,ZNZ,2024-03-19,Delta,13
4593,AYW,QPD,2024-01-21,Alaska,20
4594,VHB,BJZ,2024-03-17,Spirit,0
4595,PSF,NDF,2024-01-24,Delta,9
4596,WAS,GDX,2024-01-16,American,13
4597,NAI,IPF,2024-02-21,JetBlue,4
4598,YDD,YIC,2024-02-19,Spirit,35
4599,QPD,XWH,2024-03-30,Southwest,18
4600,ZQL,NCB,2024-01-24,Delta,36
4601,CQU,SRZ,2024-01-23,Alaska,5
4602,XCK,ZBF,2024-03-04,Delta,28
4603,GFY,RVU,2024-02-21,United,42
4604,TDM,BGR,2024-03-23,Alaska,36
4605,LYW,NCB,2024-02-27,Spirit,0
4606,IPF,AYW,2024-02-02,Delta,4
4607,FHC,GYL,2024-03-12,Delta,3
4608,YIC,FTR,2024-01-13,United,19
4609,XVC,AYW,2024-01-02,Delta,23
4610,MFK,QJJ,2024-02-09,Delta,0
4611,FDY,FTR,2024-01-09,United,11
4612,VHB,QPE,2024-03-20,Southwest,0
4613,GFY,GPQ,2024-01-28,American,38
4614,IPF,YIC,2024-01-20,JetBlue,0
4615,FTR,WIR,2024-01-23,Southwest,11
4616,QGM,TOL,2024-01-23,JetBlue,3
4617,WJE,VAU,2024-01-04,JetBlue,32
4618,LFO,GPQ,2024-01-16,Spirit,0
4619,CQU,OMU,2024-01-14,American,9
4620,YIC,GFY,2024-03-16,JetBlue,7
4621,CWP,IPF,2024-03-04,United,0
4622,FHC,WJE,2024-03-19,American,44
4623,AFQ,GPX,2024-03-11,Spirit,0
4624,QJJ,OSE,2024-01-15,Alaska,25
4625,PSB,KYZ,2024-02-13,United,17
4626,ABW,GUL,2024-01-31,Spirit,35
4627,SIE,VHB,2024-02-21,Delta,0
4628,SRZ,GYL,2024-03-02,Spirit,0
4629,GPX,QGM,2024-03-16,Delta,31
4630,OGW,NAI,2024-03-25,Alaska,18
4631,MFK,AYW,2024-03-13,JetBlue,0
4632,YDD,GPQ,2024-03-07,Southwest,0
4633,QAH,GCH,2024-03-23,United,17
4634,VQW,MFK,2024-01-18,Southwest,26
4635,PSF,BLZ,2024-02-07,Alaska,0
4636,WGE,RNG,2024-02-25,Southwest,0
4637,LYW,SIE,2024-01-04,Southwest,20
4638,GYW,MFK,2024-03-12,Southwest,0
4639,KXL,QJJ,2024-02-09,Southwest,0
4640,TOL,VQW,2024-03-28,Alaska,0
4641,GYL,AYW,2024-01-06,United,26
4642,NAI,CQU,2024-03-16,Alaska,12
4643,WIR,GCH,2024-01-23,Alaska,5
4644,ZRA,TOU,2024-01-07,JetBlue,37
4645,CKI,USN,2024-02-08,Southwest,22
4646,VHB,SRZ,2024-03-09,Delta,42
4647,YIC,XCK,2024-03-06,JetBlue,0
4648,NDF,UQG,2024-02-17,Alaska,9
4649,YDD,AFN,2024-01-28,Delta,0
4650,AFQ,GFY,2024-01-29,Alaska,5
4651,ZRA,ZNZ,2024-01-27,Southwest,5
4652,FBQ,WIR,2024-03-22,JetBlue,22
4653,VHR,AFN,2024-02-18,United,10
4654,GGO,LLM,2024-02-07,Delta,22
4655,VSP,GPX,2024-02-12,United,24
4656,QJJ,TDM,2024-02-17,Spirit,53
4657,RNG,AFN,2024-01-20,United,3
4658,KBJ,BJZ,2024-03-20,Alaska,0
4659,RVU,WGE,2024-03-28,JetBlue,14
4660,QGM,WYC,2024-02-09,United,0
4661,WAS,TOU,2024-02-04,Southwest,39
4662,GGO,VHR,2024-02-23,Spirit,4
4663,QPD,XWH,2024-02-05,Spirit,0
4664,VHB,ZQO,2024-03-03,American,0
4665,KBJ,VHR,2024-03-21,Alaska,24
4666,SEJ,AFN,2024-03-30,Spirit,6
4667,OSE,KPN,2024-03-25,Alaska,0
4668,OTB,ZNZ,2024-03-22,Delta,43
4669,LLM,PNW,2024-03-03,Delta,0
4670,GFY,GPQ,2024-02-11,United,10
4671,TOU,ZBF,2024-03-28,Alaska,23
4672,GGO,SEJ,2024-02-06,JetBlue,0
4673,VQW,FDY,2024-02-03,Delta,19
4674,PSF,FAI,2024-02-20,Spirit,0
4675,BLZ,NAI,2024-03-12,Spirit,26
4676,GDX,BLZ,2024-01-17,JetBlue,0
4677,LFO,HZP,2024-03-02,Delta,23
4678,LLM,TDM,2024-01-05,Spirit,32
4679,QJJ,GFY,2024-01-11,Spirit,27
4680,GGO,KYZ,2024-01-31,Southwest,15
4681,KXL,FTR,2024-02-26,Alaska,5
4682,GUL,VAU,2024-03-17,Spirit,0
4683,AFN,GPX,2024-03-05,Spirit,39
4684,VHB,TOL,2024-01-27,Alaska,0
4685,ZRA,AFN,2024-03-13,Delta,0
4686,WJE,NCB,2024-02-02,United,23
4687,BGR,YWE,2024-01-26,Alaska,0
4688,GYL,SEJ,2024-02-18,United,0
4689,OMU,QCL,2024-01-09,United,0
4690,GFY,WYC,2024-01-25,American,0
4691,GPX,FXW,2024-02-26,Delta,8
4692,VAU,KYZ,2024-02-01,JetBlue,14
4693,AYW,VQW,2024-03-12,United,29
4694,GUL,PSB,2024-02-10,Delta,20
4695,LLM,YIC,2024-01-09,Southwest,6
4696,OGW,GPQ,2024-01-03,JetBlue,6
4697,FXW,CWP,2024-02-11,American,20
4698,LFO,GUL,2024-01-14,Alaska,35
4699,TDM,XVC,2024-02-18,Delta,12
4700,FDY,GYL,2024-02-19,Spirit,0
4701,FDY,FAI,2024-01-29,Spirit,0
4702,WYC,LFO,2024-03-13,JetBlue,0
4703,ZNZ,SFI,2024-03-24,Spirit,23
4704,HZP,WIR,2024-03-23,Southwest,21
4705,VQW,YIC,2024-03-19,Southwest,21
4706,OSE,LHA,2024-01-31,Alaska,7
4707,SIE,KXL,2024-02-02,American,38
4708,QPE,AFQ,2024-03-02,United,0
4709,AFQ,GPQ,2024-02-16,United,29
4710,GUL,VQW,2024-03-22,Alaska,9
4711,NDF,QJJ,2024-02-02,United,0
4712,FTR,TOU,2024-01-03,Southwest,21
4713,UEC,GUL,2024-01-06,Southwest,18
4714,QPD,QGM,2024-03-10,Spirit,17
4715,TDM,RNG,2024-01-17,Spirit,11
4716,WYC,SRZ,2024-01-27,Southwest,9
4717,EPR,AFQ,2024-02-27,Southwest,57
4718,QJJ,YWE,2024-02-16,American,33
4719,MFK,HIT,2024-02-21,United,24
4720,FXW,AYW,2024-01-27,United,12
4721,ZVZ,GNE,2024-01-25,JetBlue,30
4722,VHB,YFS,2024-03-25,Spirit,20
4723,ZJO,ABW,2024-02-29,JetBlue,10
4724,PSF,QPD,2024-02-17,Alaska,3
4725,CQU,ZVZ,2024-02-20,United,8
4726,HZP,GYW,2024-03-10,Alaska,0
4727,OSE,UEC,2024-03-20,Southwest,14
4728,USN,BLZ,2024-01-28,American,0
4729,PSB,PNW,2024-03-25,Southwest,41
4730,OGW,XCK,2024-01-24,Southwest,10
4731,CKI,GGO,2024-01-27,Southwest,0
4732,FDY,HIT,2024-01-23,American,9
4733,LHA,YIC,2024-03-13,Spirit,0
4734,WJE,WOB,2024-02-21,JetBlue,19
4735,BLZ,WJE,2024-02-22,American,15
4736,YWE,BJZ,2024-01-17,Spirit,29
4737,SIE,ZRA,2024-03-19,Spirit,0
4738,KXL,AYW,2024-03-21,Delta,10
4739,GKR,IPF,2024-01-09,Delta,0
4740,SFI,VHR,2024-01-07,American,24
4741,NAI,ZRA,2024-02-15,United,20
4742,LHA,WJE,2024-01-28,American,19
4743,KYZ,ABW,2024-03-20,American,10
4744,EYC,OSE,2024-03-01,American,18
4745,QGM,NDF,2024-02-07,American,42
4746,IPF,COH,2024-01-21,United,4
4747,PNW,EPR,2024-01-16,JetBlue,12
4748,ZJO,QPD,2024-01-21,JetBlue,0
4749,PSB,WYC,2024-03-01,Alaska,0
4750,MBT,GGO,2024-02-01,Delta,11
4751,GPX,GUL,2024-02-26,Delta,32
4752,QAH,AFN,2024-01-18,Southwest,4
4753,HZP,XWH,2024-03-02,United,5
4754,TOL,SFI,2024-03-16,Alaska,1
4755,ABW,VAU,2024-03-15,JetBlue,0
4756,GFY,OSE,2024-01-03,Southwest,15
4757,HIT,FDY,2024-02-14,American,0
4758,LYW,FTR,2024-01-09,United,35
4759,ZQL,ZJO,2024-02-08,Alaska,0
4760,SEJ,WJE,2024-01-15,Spirit,24
4761,HIT,BLZ,2024-03-22,American,0
4762,OMU,GNE,2024-01-11,American,23
4763,FHC,GDX,2024-01-03,JetBlue,23
4764,LKH,EPR,2024-01-22,American,17
4765,ZBF,VHB,2024-03-06,American,0
4766,OGW,CKI,2024-03-03,American,14
4767,CWP,USN,2024-03-24,United,0
4768,YDD,CQU,2024-02-03,Southwest,4
4769,XCK,NCB,2024-01-06,American,30
4770,LHA,PSF,2024-03-25,Southwest,25
4771,GPX,LYW,2024-02-12,JetBlue,10
4772,LFO,KPN,2024-03-20,Delta,0
4773,TOU,WIR,2024-01-03,American,22
4774,XWH,BLZ,2024-03-01,Southwest,10
4775,QJJ,LFO,2024-03-29,Alaska,0
4776,FGY,YDD,2024-02-18,American,25
4777,ABW,UQG,2024-02-24,Southwest,9
4778,QGM,NCB,2024-01-17,American,34
4779,FXW,RVU,2024-03-11,United,0
4780,SIE,VQW,2024-02-04,Delta,0
4781,OSE,HIT,2024-01-11,Spirit,15
4782,HIT,ZRA,2024-03-06,Delta,15
4783,SFI,KPN,2024-01-14,United,0
4784,ZNZ,NDF,2024-02-17,Delta,0
4785,WJE,WIR,2024-01-31,Spirit,65
4786,NAI,ZNZ,2024-01-02,Alaska,3
4787,VHR,TOU,2024-02-13,Spirit,24
4788,ZJO,ZNZ,2024-01-20,JetBlue,0
4789,WYC,AFQ,2024-03-21,Spirit,0
4790,OFP,HIT,2024-01-14,JetBlue,6
4791,FAI,GYL,2024-03-31,United,4
4792,BLZ,LHA,2024-01-11,United,2
4793,NAI,GNE,2024-01-12,Delta,7
4794,XCK,YIC,2024-01-30,United,15
4795,USN,GNE,2024-01-11,Southwest,6
4796,MFK,WYC,2024-03-08,United,0
4797,HZP,BLZ,2024-03-31,Southwest,19
4798,FHC,QGM,2024-01-24,Southwest,0
4799,VQW,YFS,2024-03-27,JetBlue,0
4800,GYL,VAU,2024-01-24,JetBlue,24
4801,XVC,LYW,2024-01-23,United,20
4802,RVU,GUL,2024-03-10,JetBlue,8
4803,VHB,YDD,2024-01-16,Alaska,0
4804,PSF,ZNZ,2024-01-25,United,0
4805,MFK,QAH,2024-01-30,United,4
4806,SEJ,QPE,2024-03-16,American,0
4807,KBJ,QPD,2024-03-05,Alaska,0
4808,VQW,ZVZ,2024-02-24,American,23
4809,BGR,TOU,2024-01-31,JetBlue,38
4810,XVC,WAS,2024-03-28,American,1
4811,VQW,QAH,2024-01-21,Delta,25
4812,GYL,KYZ,2024-03-04,American,0
4813,YFS,GYL,2024-03-20,Spirit,23
4814,XCK,LYW,2024-03-27,Spirit,0
4815,GNE,OSE,2024-01-02,Alaska,16
4816,GKR,NAI,2024-02-10,JetBlue,5
4817,TOL,ABW,2024-03-30,Alaska,36
4818,FHC,GKR,2024-01-09,JetBlue,0
4819,RVU,YFS,2024-02-10,Southwest,22
4820,SRZ,LHA,2024-03-02,American,4
4821,GDX,UEC,2024-03-03,American,6
4822,GCH,LHA,2024-01-25,United,6
4823,LKH,CWP,2024-01-06,Alaska,0
4824,SRZ,QPD,2024-02-29,Southwest,9
4825,MFK,RNG,2024-02-29,Spirit,8
4826,YWE,OSE,2024-01-20,United,14
4827,TOU,QAH,2024-02-19,Southwest,11
4828,CKI,ZQL,2024-02-10,Southwest,25
4829,WYC,WJE,2024-02-21,American,28
4830,VHR,XCK,2024-03-25,United,0
4831,WJE,LKH,2024-01-24,United,27
4832,IPF,SFI,2024-02-20,Southwest,0
4833,WJE,FGY,2024-02-13,United,21
4834,SFI,GDX,2024-02-20,United,22
4835,UEC,PSB,2024-02-05,United,0
4836,VHB,SIE,2024-03-18,Alaska,11
4837,GDX,XCK,2024-02-25,Spirit,0
4838,PNW,SIE,2024-03-26,Delta,0
4839,SRZ,GYW,2024-01-09,American,37
4840,QGM,KFZ,2024-03-18,American,0
4841,GUL,VSP,2024-03-07,Southwest,0
4842,ZVZ,EPR,2024-03-03,Delta,11
4843,CQU,WYC,2024-01-21,American,23
4844,WYC,CQU,2024-03-28,JetBlue,7
4845,WGE,KXL,2024-01-16,JetBlue,33
4846,KPN,AYW,2024-02-06,American,20
4847,FXW,FTR,2024-03-29,Spirit,0
4848,KPN,FTR,2024-03-13,Southwest,0
4849,KYZ,SFI,2024-02-27,American,0
4850,EPR,BJZ,2024-01-27,American,19
4851,GGO,TDM,2024-02-10,Alaska,0
4852,HZP,MBT,2024-03-12,American,60
4853,WIR,OFP,2024-03-30,United,20
4854,KPN,MFK,2024-03-21,JetBlue,12
4855,TDM,QGM,2024-03-16,JetBlue,33
4856,VSP,BJZ,2024-03-03,JetBlue,56
4857,HZP,SFI,2024-02-10,JetBlue,27
4858,IPF,QJJ,2024-01-19,JetBlue,28
4859,MFK,LYW,2024-03-08,Southwest,12
4860,YWE,FHC,2024-02-04,Delta,7
4861,OSE,QJJ,2024-01-25,Spirit,0
4862,TOL,MBT,2024-01-19,American,0
4863,ZQO,GYL,2024-03-01,United,0
4864,OTB,QPE,2024-01-01,American,0
4865,SRZ,ZJO,2024-03-02,JetBlue,8
4866,GUL,FGY,2024-02-10,Southwest,0
4867,ZRA,FHC,2024-03-09,United,13
4868,WOB,VHB,2024-03-17,JetBlue,9
4869,FAI,OMU,2024-01-08,Alaska,12
4870,VHB,AYW,2024-03-05,American,0
4871,BJZ,XWH,2024-02-24,Alaska,71
4872,VHR,UEC,2024-02-03,United,37
4873,GUL,OMU,2024-01-04,Delta,0
